,Name,Team,L/R,POS,IP,GS,GP,HA,R,ER,HR,BB,K,W,L,S,HD,BS,ERA,WHIP,SB,CS,SBP,W-Z,K-Z,S-Z,ERA-Z,WHIP-Z,Z-SUM,Z-SUM-A,ACV,
232,Austin Voth,WAS| BAL| SEA,RIGHT,RP,61.0,0,68,46,31,25,9,18,61,2,5,0,0,0,3.688,1.049,5,0,0.082,-1.772,-1.611,-0.501,0.025,0.429,-3.43,3.36,6.319680254272848,
233,Greg Weissert,BOS| NYA,RIGHT,RP,63.333333333333336,0,62,65,32,22,7,20,58,4,2,1,0,0,3.126,1.342,5,4,0.079,-1.251,-1.676,-0.413,0.357,-0.449,-3.433,3.357,6.314037682617248,
234,Jorge Lopez,WAS| BAL| KCA| MIN| MIA| CHN| NYN,RIGHT,RP,52.99999999999999,0,52,46,19,17,6,19,50,2,3,4,0,0,2.887,1.226,6,1,0.113,-1.772,-1.848,-0.151,0.417,-0.08,-3.434,3.356,6.312156825398714,
235,Sean Guenther,DET| MIA,LEFT,RP,21.000000000000004,0,17,9,2,2,0,2,12,3,0,0,0,0,0.857,0.524,0,0,0.0,-1.511,-2.668,-0.501,0.562,0.679,-3.439,3.351,6.302752539306046,
236,Marcus Stroman,NYA| NYN| CHN,RIGHT,SP,154.66666666666666,29,30,167,81,74,19,60,113,10,9,1,0,0,4.306,1.468,25,5,0.162,0.31,-0.489,-0.413,-0.826,-2.033,-3.451,3.339,6.280182252683643,
237,Anthony Bender,MIA,RIGHT,RP,53.0,0,59,50,25,24,3,18,59,5,2,1,0,0,4.075,1.283,7,1,0.132,-0.991,-1.654,-0.413,-0.169,-0.225,-3.453,3.337,6.276420538246576,
238,Kyle Bradish,BAL,RIGHT,SP,39.333333333333336,8,8,27,12,12,2,15,53,2,0,0,0,0,2.746,1.068,0,0,0.0,-1.772,-1.784,-0.501,0.361,0.241,-3.454,3.336,6.274539681028043,
239,Tony Santillan,CIN,RIGHT,RP,30.000000000000004,1,29,21,11,10,4,9,46,3,3,0,0,0,3.000,1.000,0,0,0.0,-1.511,-1.934,-0.501,0.204,0.282,-3.461,3.329,6.261373680498308,
240,Mitch Spence,ATH| OAK,RIGHT,SP| RP,151.33333333333334,24,35,165,79,77,20,44,126,8,10,0,0,0,4.579,1.381,15,7,0.099,-0.21,-0.209,-0.501,-1.193,-1.357,-3.47,3.32,6.244445965531505,
241,J. T. Chargois,SEA| TBA| MIA,RIGHT,RP,36.33333333333333,0,36,24,9,9,6,13,30,3,1,0,0,0,2.229,1.018,3,0,0.083,-1.511,-2.28,-0.501,0.508,0.309,-3.475,3.315,6.2350416794388375,
242,Danny Coulombe,MIN| TEX| BAL,LEFT,RP,29.666666666666664,0,33,15,7,7,3,5,32,1,0,1,0,0,2.124,0.674,0,0,0.0,-2.032,-2.236,-0.413,0.444,0.745,-3.493,3.297,6.201186249505233,
243,Taylor Rogers,CHN| CIN| MIN| MIL| SDN| SFN,LEFT,RP,60.0,0,64,53,22,16,7,22,64,1,4,0,0,0,2.400,1.250,4,1,0.067,-2.032,-1.546,-0.501,0.743,-0.159,-3.495,3.295,6.197424535068166,
244,Frankie Montas,NYN| OAK| NYA| CIN| MIL,RIGHT,SP,150.66666666666666,30,30,140,89,81,24,66,148,7,11,0,0,0,4.838,1.367,17,7,0.113,-0.47,0.266,-0.501,-1.551,-1.251,-3.508,3.282,6.172973391227229,
245,Anthony Banda,LAN| TBA| NYN| PIT| NYA| TOR| WAS,LEFT,RP,49.666666666666664,2,48,44,19,17,5,18,50,3,2,2,0,0,3.080,1.248,5,2,0.101,-1.511,-1.848,-0.326,0.301,-0.128,-3.512,3.278,6.165449962353095,
246,Sean Hjelle,SFN,RIGHT,RP,80.66666666666666,0,58,84,37,35,10,14,75,3,4,0,0,0,3.905,1.215,4,0,0.05,-1.511,-1.309,-0.501,-0.13,-0.077,-3.529,3.261,6.133475389638024,
247,Ben Joyce,ANA,RIGHT,RP,34.66666666666667,1,31,26,8,8,1,14,33,2,0,4,0,0,2.077,1.154,0,1,0.0,-1.772,-2.215,-0.151,0.534,0.069,-3.535,3.255,6.122190246326822,
248,Jose Ruiz,ATL| PHI| CHA| ARI,RIGHT,RP,50.99999999999999,0,52,51,23,21,8,17,52,5,1,1,0,0,3.706,1.333,1,0,0.02,-0.991,-1.805,-0.413,0.012,-0.34,-3.537,3.253,6.118428531889755,
249,Hoby Milner,TEX| ANA| MIL,LEFT,RP,64.66666666666667,1,61,63,38,34,6,14,64,5,1,1,0,0,4.732,1.191,3,1,0.046,-0.991,-1.546,-0.413,-0.602,0.013,-3.539,3.251,6.1146668174526875,
250,Grant Holmes,ATL,RIGHT,SP| RP,68.33333333333333,7,26,66,27,27,7,15,70,2,1,0,0,0,3.556,1.185,7,0,0.102,-1.772,-1.417,-0.501,0.112,0.032,-3.546,3.244,6.101500816922953,
251,Jose Urena,ANA| LAN| MIN| NYN| TOR| MIA| DET| COL| MIL| CHA| TEX,RIGHT,SP| RP,109.00000000000003,9,33,105,51,46,13,39,70,5,8,1,0,0,3.798,1.321,10,2,0.092,-0.991,-1.417,-0.413,-0.067,-0.663,-3.551,3.239,6.092096530830284,
252,Calvin Faucher,MIA| TBA,RIGHT,RP,53.666666666666664,0,53,49,25,19,0,26,63,2,3,6,0,0,3.186,1.397,5,0,0.093,-1.772,-1.568,0.025,0.272,-0.524,-3.566,3.224,6.063883672552281,
253,Alex Faedo,DET,RIGHT,SP| RP,57.33333333333332,6,37,49,24,23,9,28,55,5,3,0,0,0,3.611,1.343,1,4,0.017,-0.991,-1.74,-0.501,0.065,-0.409,-3.577,3.213,6.043194243148411,
254,Robert Garcia,TEX| MIA| WAS,LEFT,RP,59.66666666666667,0,72,55,34,28,4,16,75,3,6,0,0,0,4.223,1.190,4,1,0.067,-1.511,-1.309,-0.501,-0.273,0.015,-3.58,3.21,6.03755167149281,
255,Mark Leiter,NYA| CHN,RIGHT,RP,57.99999999999999,0,60,55,34,29,8,22,86,4,5,0,0,0,4.500,1.328,6,0,0.103,-1.251,-1.072,-0.501,-0.414,-0.371,-3.609,3.181,5.983006812155337,
256,Victor Vodnik,COL,RIGHT,RP,73.66666666666666,0,64,72,37,35,7,37,65,5,4,9,0,0,4.276,1.480,3,0,0.041,-0.991,-1.525,0.288,-0.373,-1.011,-3.612,3.178,5.977364240499736,
257,James Paxton,NYA| SEA| BOS| LAN,LEFT,SP,100.33333333333333,21,21,95,53,49,12,50,73,9,3,0,0,0,4.395,1.445,6,3,0.06,0.05,-1.352,-0.501,-0.619,-1.21,-3.632,3.158,5.939747096129064,
258,Cooper Criswell,BOS| ANA| TBA,RIGHT,SP| RP,99.33333333333333,18,26,103,52,45,10,31,73,6,5,0,0,0,4.077,1.349,2,1,0.02,-0.731,-1.352,-0.501,-0.319,-0.737,-3.64,3.15,5.924700238380796,
259,Joey Estes,ATH| OAK,RIGHT,SP,127.66666666666667,24,25,130,73,71,23,27,92,7,9,0,0,0,5.005,1.230,4,1,0.031,-0.47,-0.942,-0.501,-1.512,-0.214,-3.64,3.15,5.924700238380796,
260,John King,SLN| TEX,LEFT,RP,59.999999999999986,0,56,58,23,19,5,14,38,3,3,0,0,0,2.850,1.200,11,0,0.183,-1.511,-2.107,-0.501,0.492,-0.014,-3.642,3.148,5.920938523943729,
261,Jesus Tinoco,MIA| COL| TEX| CHN,RIGHT,RP,40.66666666666666,0,32,27,15,15,3,12,42,1,0,3,0,0,3.320,0.959,4,0,0.098,-2.032,-2.021,-0.238,0.156,0.463,-3.672,3.118,5.864512807387721,
262,Sam Long,KCA| SFN| OAK,LEFT,RP,42.666666666666664,0,43,34,17,15,5,17,44,3,3,1,0,0,3.164,1.195,0,0,0.0,-1.511,-1.978,-0.413,0.225,-0.001,-3.678,3.112,5.8532276640765195,
263,Daniel Lynch,KCA,LEFT,SP| RP,43.33333333333333,3,16,29,17,16,6,14,39,2,0,1,0,0,3.323,0.992,3,1,0.069,-1.772,-2.085,-0.413,0.165,0.423,-3.682,3.108,5.845704235202385,
264,Brent Suter,CIN| MIL| COL,LEFT,SP| RP,65.66666666666667,3,47,63,25,23,10,12,50,1,0,2,0,0,3.152,1.142,3,0,0.046,-2.032,-1.848,-0.326,0.354,0.167,-3.685,3.105,5.840061663546784,
265,Ben Brown,CHN,RIGHT,SP| RP,55.33333333333334,8,15,41,22,22,5,19,64,1,3,0,0,0,3.578,1.084,5,0,0.09,-2.032,-1.546,-0.501,0.079,0.295,-3.705,3.085,5.802444519176112,
266,Michael McGreevy,SLN,RIGHT,SP,23.0,3,4,16,5,5,1,2,18,3,0,0,0,0,1.956,0.783,0,0,0.0,-1.511,-2.538,-0.501,0.38,0.457,-3.714,3.076,5.78551680420931,
267,Matt Boyd,CHN| DET| SEA| CLE,LEFT,SP,39.666666666666664,8,8,32,16,12,4,13,46,2,2,0,0,0,2.723,1.135,4,0,0.101,-1.772,-1.934,-0.501,0.372,0.116,-3.719,3.071,5.776112518116642,
268,Andrew Chafin,ANA| WAS| ARI| CHN| OAK| DET| MIL| TEX,LEFT,RP,56.33333333333333,0,62,52,26,22,5,31,70,4,3,1,0,0,3.515,1.473,6,1,0.107,-1.251,-1.417,-0.413,0.114,-0.756,-3.724,3.066,5.766708232023974,
269,Colin Holderman,PIT| NYN,RIGHT,RP,51.33333333333333,0,55,42,23,18,6,25,56,3,6,0,0,0,3.156,1.305,9,3,0.175,-1.511,-1.719,-0.501,0.275,-0.273,-3.729,3.061,5.757303945931306,
270,Aaron Bummer,ATL| CHA,LEFT,RP,55.33333333333333,0,56,61,24,22,2,18,69,4,3,0,0,0,3.578,1.428,13,5,0.235,-1.251,-1.438,-0.501,0.079,-0.621,-3.732,3.058,5.751661374275705,
271,Miles Mikolas,SLN,RIGHT,SP,171.66666666666663,32,32,194,106,102,26,25,122,10,11,0,0,0,5.348,1.276,8,2,0.047,0.31,-0.295,-0.501,-2.58,-0.668,-3.734,3.056,5.747899659838638,
272,Fernando Cruz,NYA| CIN,RIGHT,SP| RP,66.66666666666669,3,69,54,36,36,9,35,109,3,8,0,0,0,4.860,1.335,11,1,0.165,-1.511,-0.576,-0.501,-0.7,-0.45,-3.738,3.052,5.740376230964504,
273,Hans Crouse,PHI| ANA,RIGHT,RP,25.333333333333332,0,25,14,10,8,2,17,34,4,3,0,0,0,2.842,1.224,4,1,0.158,-1.251,-2.193,-0.501,0.21,-0.035,-3.771,3.019,5.678307942752896,
274,John Schreiber,KCA| DET| BOS,RIGHT,RP,51.66666666666667,0,59,48,23,21,1,20,46,4,3,2,0,0,3.658,1.316,1,0,0.019,-1.251,-1.934,-0.326,0.036,-0.302,-3.778,3.012,5.665141942223161,
275,Spencer Bivens,SFN,RIGHT,RP,48.666666666666664,2,27,47,20,17,9,11,37,3,1,1,0,0,3.144,1.192,4,0,0.082,-1.511,-2.129,-0.413,0.266,0.008,-3.78,3.0100000000000002,5.661380227786094,
276,Sam Moll,CIN| OAK,LEFT,RP,37.666666666666664,0,48,27,16,14,3,14,38,3,2,0,0,0,3.345,1.089,5,1,0.133,-1.511,-2.107,-0.501,0.136,0.193,-3.791,2.999,5.6406907983822245,
277,Jesse Chavez,ATL| TEX| ANA| CHN,RIGHT,RP,63.333333333333336,0,46,60,27,22,10,19,55,2,2,0,0,0,3.126,1.247,8,0,0.126,-1.772,-1.74,-0.501,0.357,-0.16,-3.816,2.974,5.593669367918885,
278,Luis Garcia,ANA| LAN| WAS| TEX| SLN| SDN| BOS,RIGHT,RP,58.99999999999999,0,60,61,36,32,8,15,53,5,1,4,0,0,4.881,1.288,9,1,0.153,-0.991,-1.784,-0.151,-0.631,-0.265,-3.821,2.969,5.584265081826216,
279,Tyler Alexander,CHA| MIL| DET| TBA,LEFT,SP| RP,107.66666666666666,9,23,110,61,61,23,24,90,6,5,0,0,0,5.099,1.245,10,4,0.093,-0.731,-0.985,-0.501,-1.369,-0.257,-3.844,2.946,5.541005365799944,
280,Tyler Kinley,ATL| COL,RIGHT,RP,64.0,0,67,61,44,44,11,33,72,6,1,12,0,0,6.188,1.469,11,0,0.172,-0.731,-1.374,0.55,-1.462,-0.845,-3.861,2.929,5.5090307930848725,
281,Jon Gray,TEX| COL,RIGHT,SP| RP,102.66666666666669,19,23,107,54,51,11,28,86,5,6,0,0,0,4.471,1.315,9,0,0.088,-0.991,-1.072,-0.501,-0.706,-0.594,-3.863,2.927,5.505269078647806,
282,Ryan Pressly,CHN| HOU,RIGHT,RP,56.666666666666664,0,59,58,25,22,4,18,58,2,3,4,0,0,3.494,1.341,3,1,0.053,-1.772,-1.676,-0.151,0.125,-0.399,-3.872,2.918,5.488341363681004,
283,Tanner Banks,PHI| CHA,LEFT,RP,72.33333333333334,2,63,69,41,32,6,25,78,2,3,2,0,0,3.982,1.300,13,5,0.18,-1.772,-1.244,-0.326,-0.168,-0.365,-3.874,2.916,5.484579649243936,
284,Hayden Birdsong,SFN,RIGHT,SP,71.99999999999999,16,16,57,39,38,11,43,88,5,6,0,0,0,4.750,1.389,4,1,0.056,-0.991,-1.029,-0.501,-0.682,-0.673,-3.875,2.915,5.482698792025403,
285,Tommy Kahnle,DET| NYA| LAN,RIGHT,RP,42.666666666666664,0,50,30,16,10,5,19,46,0,2,1,0,0,2.109,1.148,2,0,0.047,-2.292,-1.934,-0.413,0.644,0.096,-3.9,2.89,5.435677361562063,
286,Kris Bubic,KCA,LEFT,RP,30.333333333333332,0,27,26,12,9,2,5,39,1,1,1,0,0,2.670,1.022,0,2,0.0,-2.032,-2.085,-0.413,0.3,0.253,-3.978,2.812,5.288970498516443,
287,Keegan Thompson,CHN,RIGHT,RP,30.333333333333336,0,24,19,12,9,3,18,36,2,1,2,0,0,2.670,1.220,2,0,0.066,-1.772,-2.15,-0.326,0.3,-0.036,-3.984,2.806,5.277685355205242,
288,Scott Barlow,CIN| KCA| SDN| CLE,RIGHT,RP,55.0,0,63,44,27,26,6,31,68,3,3,2,0,0,4.255,1.364,11,1,0.2,-1.511,-1.46,-0.326,-0.267,-0.447,-4.012,2.7780000000000005,5.225021353086302,
289,Danny Young,NYN| ATL| SEA,LEFT,RP,37.66666666666668,0,42,29,22,19,3,18,48,4,1,0,0,0,4.540,1.248,2,0,0.053,-1.251,-1.891,-0.501,-0.283,-0.096,-4.023,2.7670000000000003,5.204331923682433,
290,Jonathan Cannon,CHA,RIGHT,SP,124.33333333333334,21,23,125,65,62,18,40,91,5,10,1,0,0,4.488,1.327,10,7,0.08,-0.991,-0.964,-0.413,-0.874,-0.792,-4.034,2.7560000000000002,5.183642494278563,
291,Keider Montero,DET,RIGHT,SP| RP,98.33333333333333,16,19,100,54,52,19,31,77,6,6,0,0,0,4.759,1.332,6,4,0.061,-0.731,-1.266,-0.501,-0.94,-0.65,-4.088,2.702,5.082076204477749,
292,Daysbel Hernandez,ATL,RIGHT,RP,18.000000000000004,0,16,10,6,5,0,10,26,3,0,0,0,0,2.500,1.111,1,0,0.056,-1.511,-2.366,-0.501,0.206,0.073,-4.099,2.691,5.0613867750738795,
293,Drew Smyly,SFN| ATL| CHN,LEFT,RP,58.66666666666667,0,50,57,29,25,10,25,56,4,8,0,0,0,3.835,1.398,7,1,0.119,-1.251,-1.719,-0.501,-0.056,-0.573,-4.101,2.689,5.057625060636813,
294,Cody Poteet,BAL| MIA| NYA,RIGHT,SP,24.333333333333332,4,5,18,7,6,2,8,16,3,0,0,0,0,2.219,1.069,0,0,0.0,-1.511,-2.582,-0.501,0.342,0.148,-4.103,2.6870000000000003,5.053863346199746,
295,Michael Kelly,ATH| PHI| CLE| OAK,RIGHT,RP,31.333333333333332,0,28,27,11,9,2,10,22,3,2,0,0,0,2.585,1.181,1,0,0.032,-1.511,-2.452,-0.501,0.334,0.021,-4.109,2.681,5.042578202888544,
296,Rhett Lowder,CIN,RIGHT,SP,30.666666666666664,6,6,25,4,4,0,14,22,2,2,0,0,0,1.174,1.272,5,2,0.163,-1.772,-2.452,-0.501,0.73,-0.113,-4.109,2.681,5.042578202888544,
297,Matt Festa,CLE| SEA| NYN| TEX,RIGHT,RP,23.666666666666664,0,19,21,18,15,2,8,24,6,1,0,0,0,5.704,1.225,7,0,0.296,-0.731,-2.409,-0.501,-0.434,-0.035,-4.11,2.6799999999999997,5.04069734567001,
298,Ryan Fernandez,SLN,RIGHT,RP,66.66666666666667,0,62,58,30,26,4,32,71,1,6,2,0,0,3.510,1.350,12,1,0.18,-2.032,-1.395,-0.326,0.138,-0.498,-4.114,2.676,5.033173916795876,
299,Matthew Liberatore,SLN,LEFT,SP| RP,85.99999999999999,6,60,81,44,42,11,28,76,3,4,0,0,0,4.395,1.267,7,1,0.081,-1.511,-1.287,-0.501,-0.531,-0.3,-4.131,2.659,5.0011993440808045,
300,Paul Blackburn,NYA| NYN| OAK,RIGHT,SP,75.33333333333333,14,14,76,41,39,12,21,59,5,4,0,0,0,4.659,1.288,6,2,0.08,-0.991,-1.654,-0.501,-0.65,-0.336,-4.132,2.6580000000000004,4.999318486862272,
301,Sean Burke,CHA,RIGHT,SP,19.0,3,4,12,4,3,2,7,22,2,0,0,0,0,1.421,1.000,2,0,0.105,-1.772,-2.452,-0.501,0.408,0.179,-4.138,2.652,4.98803334355107,
302,Joe Ross,PHI| WAS| MIL,RIGHT,SP| RP,74.0,10,25,72,35,31,7,29,66,3,6,0,0,0,3.770,1.365,2,1,0.027,-1.511,-1.503,-0.501,-0.026,-0.606,-4.148,2.6420000000000003,4.9692247713657345,
303,Brennan Bernardino,BOS| SEA,LEFT,SP| RP,51.00000000000001,3,57,50,25,23,6,22,56,4,3,0,0,0,4.059,1.412,3,1,0.059,-1.251,-1.719,-0.501,-0.155,-0.533,-4.159,2.6310000000000002,4.948535341961865,
304,Adam Ottavino,NYA| BOS| NYN,RIGHT,RP,56.000000000000014,0,60,49,29,27,6,23,70,2,2,1,0,0,4.339,1.286,17,2,0.304,-1.772,-1.417,-0.413,-0.316,-0.245,-4.163,2.627,4.9410119130877295,
305,Kaleb Ort,HOU| BOS,RIGHT,RP,24.666666666666668,0,22,16,7,7,7,4,26,1,1,0,0,0,2.554,0.811,1,0,0.041,-2.032,-2.366,-0.501,0.27,0.457,-4.172,2.6180000000000003,4.924084198120928,
306,Andrew Nardi,MIA,LEFT,RP,49.66666666666666,0,59,44,29,28,7,18,70,3,2,0,0,0,5.074,1.248,6,2,0.121,-1.511,-1.417,-0.501,-0.62,-0.128,-4.177,2.6130000000000004,4.9146799120282605,
307,Emilio Pagan,CIN| SDN| MIN,RIGHT,RP,38.0,1,38,40,20,19,6,11,44,4,5,1,0,0,4.500,1.342,4,2,0.105,-1.251,-1.978,-0.413,-0.271,-0.269,-4.183,2.607,4.9033947687170585,
308,Shane Bieber,TOR| CLE,RIGHT,P,12.0,2,2,10,0,0,0,1,20,2,0,0,0,0,0.00,0.917,0,0,0.0,-1.772,-2.495,-0.501,0.417,0.161,-4.19,2.5999999999999996,4.890228768187322,
309,Randy Rodriguez,SFN,RIGHT,RP,52.33333333333333,1,35,47,29,25,4,18,53,3,2,0,0,0,4.299,1.242,4,2,0.076,-1.511,-1.784,-0.501,-0.276,-0.119,-4.191,2.599,4.88834791096879,
310,Seth Martinez,MIA| HOU,RIGHT,RP,52.66666666666667,0,44,49,24,21,7,18,36,3,2,1,0,0,3.589,1.272,4,1,0.076,-1.511,-2.15,-0.413,0.07,-0.196,-4.201,2.5890000000000004,4.869539338783454,
311,Robbie Ray,SFN| ARI| TOR| SEA,LEFT,SP,30.666666666666668,7,7,20,16,16,6,15,43,3,2,0,0,0,4.696,1.141,9,3,0.293,-1.511,-1.999,-0.501,-0.275,0.079,-4.207,2.583,4.858254195472253,
312,Ryan Feltner,COL,RIGHT,SP,162.33333333333331,30,30,165,94,81,20,52,138,3,10,0,0,0,4.491,1.337,29,7,0.179,-1.511,0.05,-0.501,-1.146,-1.109,-4.218,2.572,4.837564766068383,
313,Michael Grove,LAN,RIGHT,RP,50.99999999999999,2,39,46,31,29,6,16,54,4,4,0,0,0,5.118,1.216,4,1,0.078,-1.251,-1.762,-0.501,-0.657,-0.051,-4.222,2.5679999999999996,4.830041337194248,
314,Jordan Hicks,BOS| SFN| SLN| TOR,RIGHT,SP| RP,109.66666666666667,20,29,112,54,50,12,47,96,4,7,1,0,0,4.103,1.450,11,0,0.1,-1.251,-0.856,-0.413,-0.379,-1.347,-4.247,2.543,4.783019906730909,
315,Seth Halvorsen,COL,RIGHT,RP,12.333333333333332,0,12,8,3,2,2,2,13,2,1,2,0,0,1.460,0.811,4,1,0.324,-1.772,-2.646,-0.326,0.261,0.228,-4.255,2.535,4.767973048982641,
316,Edward Cabrera,MIA,RIGHT,SP,96.33333333333333,20,20,82,60,53,15,50,107,4,8,0,0,0,4.952,1.370,20,5,0.208,-1.251,-0.619,-0.501,-1.093,-0.814,-4.278,2.5120000000000005,4.724713332956369,
317,Josh Winckowski,BOS,RIGHT,SP| RP,75.99999999999999,6,40,81,44,35,10,26,60,4,2,2,0,0,4.145,1.408,4,0,0.053,-1.251,-1.633,-0.326,-0.292,-0.78,-4.281,2.5090000000000003,4.719070761300768,
318,Hunter Stratton,ATL| PIT,RIGHT,RP,37.666666666666664,0,36,37,17,15,3,7,33,2,1,1,0,0,3.584,1.168,2,0,0.053,-1.772,-2.215,-0.413,0.052,0.049,-4.299,2.4909999999999997,4.685215331367162,
319,Nate Pearson,CHN| TOR,RIGHT,RP,66.33333333333333,1,60,67,34,33,12,21,74,2,2,2,0,0,4.477,1.327,7,2,0.106,-1.772,-1.331,-0.326,-0.46,-0.421,-4.309,2.481,4.666406759181826,
320,Trevor Richards,ARI| KCA| TBA| MIL| TOR| MIN,RIGHT,RP,65.33333333333334,2,55,44,36,33,7,35,62,2,2,1,0,0,4.546,1.209,5,2,0.077,-1.772,-1.589,-0.413,-0.495,-0.045,-4.314,2.476,4.657002473089158,
321,John Means,BAL,LEFT,SP,20.666666666666668,4,4,16,6,6,2,2,16,2,0,0,0,0,2.613,0.871,0,0,0.0,-1.772,-2.582,-0.501,0.215,0.323,-4.316,2.474,4.653240758652092,
322,Aaron Ashby,MIL,LEFT,RP,28.33333333333333,2,14,20,13,9,2,10,33,1,2,0,0,0,2.859,1.059,5,0,0.176,-2.032,-2.215,-0.501,0.23,0.186,-4.332,2.458,4.623147043155554,
323,Cam Booser,CHA| BOS,LEFT,RP,42.66666666666667,0,43,41,17,16,5,16,43,2,3,1,0,0,3.375,1.336,1,1,0.023,-1.772,-1.999,-0.413,0.142,-0.29,-4.333,2.457,4.62126618593702,
324,Valente Bellozo,MIA,RIGHT,SP,68.66666666666667,13,13,69,31,28,15,21,44,3,4,0,0,0,3.670,1.311,2,1,0.029,-1.511,-1.978,-0.501,0.04,-0.383,-4.333,2.457,4.62126618593702,
325,Robert Gasser,MIL,LEFT,SP,28.0,5,5,28,9,8,2,1,16,2,0,0,0,0,2.571,1.036,2,0,0.071,-1.772,-2.582,-0.501,0.302,0.215,-4.337,2.4530000000000003,4.613742757062886,
326,Max Scherzer,TOR| WAS| LAN| NYN| TEX,RIGHT,SP,43.33333333333333,9,9,40,20,19,7,10,40,2,4,0,0,0,3.946,1.154,3,2,0.069,-1.772,-2.064,-0.501,-0.086,0.086,-4.337,2.4530000000000003,4.613742757062886,
327,Brenan Hanifee,DET,RIGHT,SP| RP,29.333333333333332,3,21,27,7,6,2,6,23,1,1,0,0,0,1.841,1.125,3,0,0.102,-2.032,-2.431,-0.501,0.516,0.099,-4.349,2.441,4.591172470440483,
328,Tayler Saucedo,SEA| TOR,LEFT,RP,38.66666666666668,0,53,35,15,15,3,18,38,2,0,3,0,0,3.491,1.371,6,0,0.155,-1.772,-2.107,-0.238,0.087,-0.327,-4.358,2.4320000000000004,4.574244755473682,
329,Scott Alexander,COL| SFN| LAN| OAK,LEFT,RP,38.666666666666664,0,45,31,14,11,3,15,31,1,3,0,0,0,2.560,1.190,3,1,0.078,-2.032,-2.258,-0.501,0.421,0.01,-4.36,2.4299999999999997,4.5704830410366135,
330,Luke Little,CHN,LEFT,RP,26.0,1,30,15,11,10,1,18,28,3,1,0,0,0,3.462,1.269,3,1,0.115,-1.511,-2.323,-0.501,0.065,-0.093,-4.363,2.4269999999999996,4.5648404693810125,
331,Bryan King,HOU,LEFT,RP,26.333333333333332,0,28,20,7,7,1,10,32,1,0,0,0,0,2.392,1.139,0,0,0.0,-2.032,-2.236,-0.501,0.328,0.071,-4.371,2.4189999999999996,4.549793611632744,
332,Matt Moore,PHI| TEX| ANA| CLE| MIA,LEFT,RP,48.33333333333334,0,51,39,31,27,11,26,41,5,3,1,0,0,5.028,1.345,9,2,0.186,-0.991,-2.042,-0.413,-0.583,-0.349,-4.378,2.412,4.536627611103009,
333,Austin Gomber,COL| SLN,LEFT,SP,165.0,30,30,178,89,87,30,38,116,5,12,0,0,0,4.745,1.309,13,2,0.079,-0.991,-0.425,-0.501,-1.556,-0.907,-4.38,2.41,4.5328658966659425,
334,Michel Otanez,ATH| OAK,RIGHT,RP,34.0,0,36,27,15,13,2,20,55,1,0,1,0,0,3.441,1.382,3,0,0.088,-2.032,-1.74,-0.413,0.092,-0.307,-4.401,2.3890000000000002,4.493367895076737,
335,Kyle Leahy,SLN,RIGHT,RP,48.66666666666667,0,33,40,23,22,4,10,33,1,1,1,0,0,4.069,1.027,0,2,0.0,-2.032,-2.215,-0.413,-0.152,0.393,-4.419,2.3710000000000004,4.459512465143133,
336,Genesis Cabrera,CHN| MIN| NYN| PIT| SLN| TOR,LEFT,RP,62.66666666666668,0,69,63,31,25,10,29,50,3,3,2,0,0,3.590,1.468,14,2,0.223,-1.511,-1.848,-0.326,0.083,-0.825,-4.428,2.362,4.44258475017633,
337,Huascar Brazoban,NYN| MIA,RIGHT,RP,51.66666666666667,0,39,38,26,22,2,25,51,1,3,0,0,0,3.832,1.219,4,1,0.077,-2.032,-1.827,-0.501,-0.048,-0.061,-4.469,2.3209999999999997,4.365469604216452,
338,Enoli Paredes,HOU| CHN| MIL,RIGHT,RP,21.666666666666664,0,18,13,4,4,0,10,16,1,0,1,0,0,1.661,1.062,3,0,0.138,-2.032,-2.582,-0.413,0.417,0.139,-4.47,2.3200000000000003,4.3635887469979195,
339,Jose Ferrer,WAS,LEFT,RP,32.0,0,31,27,12,12,1,6,25,1,0,1,0,0,3.375,1.031,0,0,0.0,-2.032,-2.387,-0.413,0.106,0.253,-4.474,2.316,4.356065318123784,
340,Drew Rasmussen,TBA| MIL,RIGHT,SP| RP,28.666666666666668,4,16,25,10,9,0,6,35,0,2,1,0,0,2.826,1.081,4,1,0.14,-2.292,-2.172,-0.413,0.242,0.157,-4.479,2.311,4.3466610320311165,
341,Brent Honeywell,TBA| CHA| SDN| LAN| PIT,RIGHT,RP,37.66666666666667,1,20,32,12,11,3,11,18,1,1,1,0,0,2.628,1.142,4,0,0.106,-2.032,-2.538,-0.413,0.387,0.097,-4.5,2.29,4.307163030441912,
342,T. J. McFarland,ATH| OAK| SLN| NYN,LEFT,RP,56.66666666666667,0,79,53,28,24,4,17,39,2,4,0,0,0,3.812,1.235,6,0,0.106,-1.772,-2.085,-0.501,-0.042,-0.11,-4.51,2.2800000000000002,4.288354458256577,
343,Erasmo Ramirez,MIN| NYN| DET| WAS| TBA,RIGHT,RP,20.666666666666668,0,13,12,12,10,5,10,15,3,0,1,0,0,4.355,1.065,1,0,0.048,-1.511,-2.603,-0.413,-0.12,0.13,-4.518,2.2720000000000002,4.273307600508308,
344,Jeffrey Springs,ATH| BOS| TBA,LEFT,SP,33.0,7,7,34,12,12,5,11,37,2,2,0,0,0,3.273,1.364,4,1,0.121,-1.772,-2.129,-0.501,0.141,-0.268,-4.529,2.261,4.252618171104438,
